"Тема","Дата начала","Время начала","Дата завершения","Время завершения","Ежедневное событие","Оповещение вкл/выкл","Дата оповещения","Время оповещения","В это время","Важность","Описание","Пометка"
"ВПВПС-24-1 - ОМз Лк DL ВПВПС-24-1,2","17.04.2025","09:30:00","17.04.2025","11:05:00","Ложь","Истина","17.04.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОМз Лк DL ВПВПС-24-1,2","01.05.2025","09:30:00","01.05.2025","11:05:00","Ложь","Истина","01.05.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОМз Лк DL ВПВПС-24-1,2","08.05.2025","09:30:00","08.05.2025","11:05:00","Ложь","Истина","08.05.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОМз Лк DL ВПВПС-24-1,2","13.02.2025","09:30:00","13.02.2025","11:05:00","Ложь","Истина","13.02.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОМз Лк DL ВПВПС-24-1,2","20.02.2025","09:30:00","20.02.2025","11:05:00","Ложь","Истина","20.02.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОМз Лк DL ВПВПС-24-1,2","20.03.2025","09:30:00","20.03.2025","11:05:00","Ложь","Истина","20.03.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОМз Лк DL ВПВПС-24-1,2","17.04.2025","09:30:00","17.04.2025","11:05:00","Ложь","Истина","17.04.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Фіз Лб DL ВПВПС-24-2","24.04.2025","09:30:00","24.04.2025","11:05:00","Ложь","Истина","24.04.2025","09:25:00","2","Обычная","Фіз Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОМз Лк DL ВПВПС-24-1,2","01.05.2025","09:30:00","01.05.2025","11:05:00","Ложь","Истина","01.05.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОМз Лк DL ВПВПС-24-1,2","08.05.2025","09:30:00","08.05.2025","11:05:00","Ложь","Истина","08.05.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","22.05.2025","09:30:00","22.05.2025","11:05:00","Ложь","Истина","22.05.2025","09:25:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ІТУ-24-1 - ООПро Пз DL ІТУ-24-1","13.03.2025","09:30:00","13.03.2025","11:05:00","Ложь","Истина","13.03.2025","09:25:00","2","Обычная","ООПро Пз DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","13.02.2025","11:15:00","13.02.2025","12:50:00","Ложь","Истина","13.02.2025","11:10:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","20.02.2025","11:15:00","20.02.2025","12:50:00","Ложь","Истина","20.02.2025","11:10:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","20.03.2025","11:15:00","20.03.2025","12:50:00","Ложь","Истина","20.03.2025","11:10:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","17.04.2025","11:15:00","17.04.2025","12:50:00","Ложь","Истина","17.04.2025","11:10:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","24.04.2025","11:15:00","24.04.2025","12:50:00","Ложь","Истина","24.04.2025","11:10:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","01.05.2025","11:15:00","01.05.2025","12:50:00","Ложь","Истина","01.05.2025","11:10:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","08.05.2025","11:15:00","08.05.2025","12:50:00","Ложь","Истина","08.05.2025","11:10:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","13.02.2025","11:15:00","13.02.2025","12:50:00","Ложь","Истина","13.02.2025","11:10:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","20.02.2025","11:15:00","20.02.2025","12:50:00","Ложь","Истина","20.02.2025","11:10:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Інф Лб У1 ВПВПС-24-2","27.02.2025","11:15:00","27.02.2025","12:50:00","Ложь","Истина","27.02.2025","11:10:00","2","Обычная","Інф Лб У1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Інф Лб У1 ВПВПС-24-2","13.03.2025","11:15:00","13.03.2025","12:50:00","Ложь","Истина","13.03.2025","11:10:00","2","Обычная","Інф Лб У1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","20.03.2025","11:15:00","20.03.2025","12:50:00","Ложь","Истина","20.03.2025","11:10:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Інф Лб DL ВПВПС-24-2","27.03.2025","11:15:00","27.03.2025","12:50:00","Ложь","Истина","27.03.2025","11:10:00","2","Обычная","Інф Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Інф Пз DL ВПВПС-24-2","10.04.2025","11:15:00","10.04.2025","12:50:00","Ложь","Истина","10.04.2025","11:10:00","2","Обычная","Інф Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","17.04.2025","11:15:00","17.04.2025","12:50:00","Ложь","Истина","17.04.2025","11:10:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОГД Пз DL ВПВПС-24-2","01.05.2025","11:15:00","01.05.2025","12:50:00","Ложь","Истина","01.05.2025","11:10:00","2","Обычная","ОГД Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОГД Пз DL ВПВПС-24-2","08.05.2025","11:15:00","08.05.2025","12:50:00","Ложь","Истина","08.05.2025","11:10:00","2","Обычная","ОГД Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Інф Лб DL ВПВПС-24-2","22.05.2025","11:15:00","22.05.2025","12:50:00","Ложь","Истина","22.05.2025","11:10:00","2","Обычная","Інф Лб DL ВПВПС-24-2","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","13.02.2025","11:15:00","13.02.2025","12:50:00","Ложь","Истина","13.02.2025","11:10:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","20.02.2025","11:15:00","20.02.2025","12:50:00","Ложь","Истина","20.02.2025","11:10:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","27.02.2025","11:15:00","27.02.2025","12:50:00","Ложь","Истина","27.02.2025","11:10:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","13.03.2025","11:15:00","13.03.2025","12:50:00","Ложь","Истина","13.03.2025","11:10:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","27.03.2025","11:15:00","27.03.2025","12:50:00","Ложь","Истина","27.03.2025","11:10:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","10.04.2025","11:15:00","10.04.2025","12:50:00","Ложь","Истина","10.04.2025","11:10:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лб DL ІТУ-24-1","17.04.2025","11:15:00","17.04.2025","12:50:00","Ложь","Истина","17.04.2025","11:10:00","2","Обычная","ТКРПЗ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","24.04.2025","11:15:00","24.04.2025","12:50:00","Ложь","Истина","24.04.2025","11:10:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","01.05.2025","11:15:00","01.05.2025","12:50:00","Ложь","Истина","01.05.2025","11:10:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","08.05.2025","11:15:00","08.05.2025","12:50:00","Ложь","Истина","08.05.2025","11:10:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","22.05.2025","11:15:00","22.05.2025","12:50:00","Ложь","Истина","22.05.2025","11:10:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","29.05.2025","11:15:00","29.05.2025","12:50:00","Ложь","Истина","29.05.2025","11:10:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","05.06.2025","11:15:00","05.06.2025","12:50:00","Ложь","Истина","05.06.2025","11:10:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","13.02.2025","13:10:00","13.02.2025","14:45:00","Ложь","Истина","13.02.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","20.02.2025","13:10:00","20.02.2025","14:45:00","Ложь","Истина","20.02.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Фіз Лб DL ВПВПС-24-1","27.02.2025","13:10:00","27.02.2025","14:45:00","Ложь","Истина","27.02.2025","13:05:00","2","Обычная","Фіз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","20.03.2025","13:10:00","20.03.2025","14:45:00","Ложь","Истина","20.03.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Фіз Лб DL ВПВПС-24-1","10.04.2025","13:10:00","10.04.2025","14:45:00","Ложь","Истина","10.04.2025","13:05:00","2","Обычная","Фіз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Фіз Пз DL ВПВПС-24-1","17.04.2025","13:10:00","17.04.2025","14:45:00","Ложь","Истина","17.04.2025","13:05:00","2","Обычная","Фіз Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Фіз Пз DL ВПВПС-24-1","24.04.2025","13:10:00","24.04.2025","14:45:00","Ложь","Истина","24.04.2025","13:05:00","2","Обычная","Фіз Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Фіз Пз DL ВПВПС-24-1","08.05.2025","13:10:00","08.05.2025","14:45:00","Ложь","Истина","08.05.2025","13:05:00","2","Обычная","Фіз Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Фіз Лб DL ВПВПС-24-1","22.05.2025","13:10:00","22.05.2025","14:45:00","Ложь","Истина","22.05.2025","13:05:00","2","Обычная","Фіз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-2 - Інф Лб У1 ВПВПС-24-2","27.02.2025","13:10:00","27.02.2025","14:45:00","Ложь","Истина","27.02.2025","13:05:00","2","Обычная","Інф Лб У1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Інф Лб У1 ВПВПС-24-2","13.03.2025","13:10:00","13.03.2025","14:45:00","Ложь","Истина","13.03.2025","13:05:00","2","Обычная","Інф Лб У1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Інф Лб DL ВПВПС-24-2","27.03.2025","13:10:00","27.03.2025","14:45:00","Ложь","Истина","27.03.2025","13:05:00","2","Обычная","Інф Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Інф Пз DL ВПВПС-24-2","10.04.2025","13:10:00","10.04.2025","14:45:00","Ложь","Истина","10.04.2025","13:05:00","2","Обычная","Інф Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","17.04.2025","13:10:00","17.04.2025","14:45:00","Ложь","Истина","17.04.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","24.04.2025","13:10:00","24.04.2025","14:45:00","Ложь","Истина","24.04.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","01.05.2025","13:10:00","01.05.2025","14:45:00","Ложь","Истина","01.05.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","08.05.2025","13:10:00","08.05.2025","14:45:00","Ложь","Истина","08.05.2025","13:05:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Інф Лб DL ВПВПС-24-2","22.05.2025","13:10:00","22.05.2025","14:45:00","Ложь","Истина","22.05.2025","13:05:00","2","Обычная","Інф Лб DL ВПВПС-24-2","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","13.02.2025","13:10:00","13.02.2025","14:45:00","Ложь","Истина","13.02.2025","13:05:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","20.02.2025","13:10:00","20.02.2025","14:45:00","Ложь","Истина","20.02.2025","13:05:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","27.02.2025","13:10:00","27.02.2025","14:45:00","Ложь","Истина","27.02.2025","13:05:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","13.03.2025","13:10:00","13.03.2025","14:45:00","Ложь","Истина","13.03.2025","13:05:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","27.03.2025","13:10:00","27.03.2025","14:45:00","Ложь","Истина","27.03.2025","13:05:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","10.04.2025","13:10:00","10.04.2025","14:45:00","Ложь","Истина","10.04.2025","13:05:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лб DL ІТУ-24-1","17.04.2025","13:10:00","17.04.2025","14:45:00","Ложь","Истина","17.04.2025","13:05:00","2","Обычная","ТКРПЗ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","24.04.2025","13:10:00","24.04.2025","14:45:00","Ложь","Истина","24.04.2025","13:05:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","01.05.2025","13:10:00","01.05.2025","14:45:00","Ложь","Истина","01.05.2025","13:05:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","08.05.2025","13:10:00","08.05.2025","14:45:00","Ложь","Истина","08.05.2025","13:05:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","22.05.2025","13:10:00","22.05.2025","14:45:00","Ложь","Истина","22.05.2025","13:05:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","29.05.2025","13:10:00","29.05.2025","14:45:00","Ложь","Истина","29.05.2025","13:05:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лб DL ІТУ-24-1","05.06.2025","13:10:00","05.06.2025","14:45:00","Ложь","Истина","05.06.2025","13:05:00","2","Обычная","ЧМ Лб DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лб DL ВПВПС-24-1","27.02.2025","14:55:00","27.02.2025","16:30:00","Ложь","Истина","27.02.2025","14:50:00","2","Обычная","ОГД Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лб DL ВПВПС-24-1","27.03.2025","14:55:00","27.03.2025","16:30:00","Ложь","Истина","27.03.2025","14:50:00","2","Обычная","ОГД Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лб DL ВПВПС-24-1","10.04.2025","14:55:00","10.04.2025","16:30:00","Ложь","Истина","10.04.2025","14:50:00","2","Обычная","ОГД Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лб DL ВПВПС-24-1","24.04.2025","14:55:00","24.04.2025","16:30:00","Ложь","Истина","24.04.2025","14:50:00","2","Обычная","ОГД Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лб DL ВПВПС-24-1","22.05.2025","14:55:00","22.05.2025","16:30:00","Ложь","Истина","22.05.2025","14:50:00","2","Обычная","ОГД Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-2 - Фіз Пз У1 ВПВПС-24-2","27.02.2025","14:55:00","27.02.2025","16:30:00","Ложь","Истина","27.02.2025","14:50:00","2","Обычная","Фіз Пз У1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Фіз Пз У1 ВПВПС-24-2","13.03.2025","14:55:00","13.03.2025","16:30:00","Ложь","Истина","13.03.2025","14:50:00","2","Обычная","Фіз Пз У1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Фіз Пз DL ВПВПС-24-2","10.04.2025","14:55:00","10.04.2025","16:30:00","Ложь","Истина","10.04.2025","14:50:00","2","Обычная","Фіз Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Інф Лб DL ВПВПС-24-2","24.04.2025","14:55:00","24.04.2025","16:30:00","Ложь","Истина","24.04.2025","14:50:00","2","Обычная","Інф Лб DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - Фіз Пз DL ВПВПС-24-2","22.05.2025","14:55:00","22.05.2025","16:30:00","Ложь","Истина","22.05.2025","14:50:00","2","Обычная","Фіз Пз DL ВПВПС-24-2","Обычный"
"ІТУ-24-1 - ТКРПЗ Лк DL ІТУ-24-1","13.02.2025","14:55:00","13.02.2025","16:30:00","Ложь","Истина","13.02.2025","14:50:00","2","Обычная","ТКРПЗ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лк DL ІТУ-24-1","27.02.2025","14:55:00","27.02.2025","16:30:00","Ложь","Истина","27.02.2025","14:50:00","2","Обычная","ТКРПЗ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лк DL ІТУ-24-1","20.03.2025","14:55:00","20.03.2025","16:30:00","Ложь","Истина","20.03.2025","14:50:00","2","Обычная","ТКРПЗ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз DL ІТУ-24-1","10.04.2025","14:55:00","10.04.2025","16:30:00","Ложь","Истина","10.04.2025","14:50:00","2","Обычная","ІМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лк DL ІТУ-24-1","17.04.2025","14:55:00","17.04.2025","16:30:00","Ложь","Истина","17.04.2025","14:50:00","2","Обычная","ТКРПЗ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лк DL ІТУ-24-1","24.04.2025","14:55:00","24.04.2025","16:30:00","Ложь","Истина","24.04.2025","14:50:00","2","Обычная","ТКРПЗ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лб DL ІТУ-24-1","01.05.2025","14:55:00","01.05.2025","16:30:00","Ложь","Истина","01.05.2025","14:50:00","2","Обычная","ТКРПЗ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лк DL ІТУ-24-1","08.05.2025","14:55:00","08.05.2025","16:30:00","Ложь","Истина","08.05.2025","14:50:00","2","Обычная","ТКРПЗ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лк DL ІТУ-24-1","15.05.2025","14:55:00","15.05.2025","16:30:00","Ложь","Истина","15.05.2025","14:50:00","2","Обычная","ТКРПЗ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лк DL ІТУ-24-1","22.05.2025","14:55:00","22.05.2025","16:30:00","Ложь","Истина","22.05.2025","14:50:00","2","Обычная","ТКРПЗ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лб DL ІТУ-24-1","05.06.2025","14:55:00","05.06.2025","16:30:00","Ложь","Истина","05.06.2025","14:50:00","2","Обычная","ТКРПЗ Лб DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лб DL ВПВПС-24-1","27.02.2025","16:40:00","27.02.2025","18:15:00","Ложь","Истина","27.02.2025","16:35:00","2","Обычная","ОГД Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лб DL ВПВПС-24-1","27.03.2025","16:40:00","27.03.2025","18:15:00","Ложь","Истина","27.03.2025","16:35:00","2","Обычная","ОГД Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лб DL ВПВПС-24-1","10.04.2025","16:40:00","10.04.2025","18:15:00","Ложь","Истина","10.04.2025","16:35:00","2","Обычная","ОГД Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лб DL ВПВПС-24-1","24.04.2025","16:40:00","24.04.2025","18:15:00","Ложь","Истина","24.04.2025","16:35:00","2","Обычная","ОГД Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лб DL ВПВПС-24-1","22.05.2025","16:40:00","22.05.2025","18:15:00","Ложь","Истина","22.05.2025","16:35:00","2","Обычная","ОГД Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-2 - Інф Лб DL ВПВПС-24-2","24.04.2025","16:40:00","24.04.2025","18:15:00","Ложь","Истина","24.04.2025","16:35:00","2","Обычная","Інф Лб DL ВПВПС-24-2","Обычный"
"ІТУ-24-1 - Фіз Лк DL ІТУ-24-1","13.02.2025","16:40:00","13.02.2025","18:15:00","Ложь","Истина","13.02.2025","16:35:00","2","Обычная","Фіз Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лк DL ІТУ-24-1","27.02.2025","16:40:00","27.02.2025","18:15:00","Ложь","Истина","27.02.2025","16:35:00","2","Обычная","Фіз Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лк DL ІТУ-24-1","06.03.2025","16:40:00","06.03.2025","18:15:00","Ложь","Истина","06.03.2025","16:35:00","2","Обычная","Фіз Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лк DL ІТУ-24-1","20.03.2025","16:40:00","20.03.2025","18:15:00","Ложь","Истина","20.03.2025","16:35:00","2","Обычная","Фіз Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","10.04.2025","16:40:00","10.04.2025","18:15:00","Ложь","Истина","10.04.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лк DL ІТУ-24-1","17.04.2025","16:40:00","17.04.2025","18:15:00","Ложь","Истина","17.04.2025","16:35:00","2","Обычная","Фіз Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лб DL ІТУ-24-1","01.05.2025","16:40:00","01.05.2025","18:15:00","Ложь","Истина","01.05.2025","16:35:00","2","Обычная","ТКРПЗ Лб DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лк DL ІТУ-24-1","08.05.2025","16:40:00","08.05.2025","18:15:00","Ложь","Истина","08.05.2025","16:35:00","2","Обычная","Фіз Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лк DL ІТУ-24-1","15.05.2025","16:40:00","15.05.2025","18:15:00","Ложь","Истина","15.05.2025","16:35:00","2","Обычная","Фіз Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лк DL ІТУ-24-1","22.05.2025","16:40:00","22.05.2025","18:15:00","Ложь","Истина","22.05.2025","16:35:00","2","Обычная","Фіз Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лб DL ІТУ-24-1","05.06.2025","16:40:00","05.06.2025","18:15:00","Ложь","Истина","05.06.2025","16:35:00","2","Обычная","ТКРПЗ Лб DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - ОП Пз У1 ВПВПС-24-1","22.03.2025","07:45:00","22.03.2025","09:20:00","Ложь","Истина","22.03.2025","07:40:00","2","Обычная","ОП Пз У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОП Пз У1 ВПВПС-24-1","05.04.2025","07:45:00","05.04.2025","09:20:00","Ложь","Истина","05.04.2025","07:40:00","2","Обычная","ОП Пз У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОП Пз DL ВПВПС-24-1","26.04.2025","07:45:00","26.04.2025","09:20:00","Ложь","Истина","26.04.2025","07:40:00","2","Обычная","ОП Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОП Пз У1 ВПВПС-24-1","17.05.2025","07:45:00","17.05.2025","09:20:00","Ложь","Истина","17.05.2025","07:40:00","2","Обычная","ОП Пз У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОП Пз У1 ВПВПС-24-1","07.06.2025","07:45:00","07.06.2025","09:20:00","Ложь","Истина","07.06.2025","07:40:00","2","Обычная","ОП Пз У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-2 - ОП Пз DL ВПВПС-24-2","01.03.2025","07:45:00","01.03.2025","09:20:00","Ложь","Истина","01.03.2025","07:40:00","2","Обычная","ОП Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОП Пз У1 ВПВПС-24-2","15.03.2025","07:45:00","15.03.2025","09:20:00","Ложь","Истина","15.03.2025","07:40:00","2","Обычная","ОП Пз У1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОП Пз DL ВПВПС-24-2","12.04.2025","07:45:00","12.04.2025","09:20:00","Ложь","Истина","12.04.2025","07:40:00","2","Обычная","ОП Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОП Пз У1 ВПВПС-24-2","03.05.2025","07:45:00","03.05.2025","09:20:00","Ложь","Истина","03.05.2025","07:40:00","2","Обычная","ОП Пз У1 ВПВПС-24-2","Обычный"
